Term,term_full_ID,Pri_Disease_ID,Pri_disease_term
hiv wasting syndrome,c01.221.250.875.520,c01,infections
hiv-associated lipodystrophy syndrome,c01.221.250.875.550,c01,infections
"communicable diseases, emerging",c01.221.500,c01,infections
"communicable diseases, imported",c01.221.625,c01,infections
sexually transmitted diseases,c01.221.812,c01,infections
"sexually transmitted diseases, bacterial",c01.221.812.281,c01,infections
chancroid,c01.221.812.281.201,c01,infections
chlamydia infections,c01.221.812.281.301,c01,infections
lymphogranuloma venereum,c01.221.812.281.301.490,c01,infections
gonorrhea,c01.221.812.281.401,c01,infections
granuloma inguinale,c01.221.812.281.451,c01,infections
syphilis,c01.221.812.281.859,c01,infections
"sexually transmitted diseases, viral",c01.221.812.640,c01,infections
condylomata acuminata,c01.221.812.640.220,c01,infections
buschke-lowenstein tumor,c01.221.812.640.220.500,c01,infections
herpes genitalis,c01.221.812.640.350,c01,infections
hiv infections,c01.221.812.640.400,c01,infections
acquired immunodeficiency syndrome,c01.221.812.640.400.040,c01,infections
acute retroviral syndrome,c01.221.812.640.400.044,c01,infections
"aids arteritis, central nervous system",c01.221.812.640.400.048,c01,infections
aids dementia complex,c01.221.812.640.400.070,c01,infections
aids-associated nephropathy,c01.221.812.640.400.072,c01,infections
aids-related complex,c01.221.812.640.400.080,c01,infections
hiv enteropathy,c01.221.812.640.400.480,c01,infections
hiv seropositivity,c01.221.812.640.400.500,c01,infections
hiv wasting syndrome,c01.221.812.640.400.520,c01,infections
hiv-associated lipodystrophy syndrome,c01.221.812.640.400.530,c01,infections
community-acquired infections,c01.234,c01,infections
cross infection,c01.248,c01,infections
healthcare-associated pneumonia,c01.248.250,c01,infections
"pneumonia, ventilator-associated",c01.248.250.500,c01,infections
eye infections,c01.375,c01,infections
corneal ulcer,c01.375.177,c01,infections
endophthalmitis,c01.375.265,c01,infections
"uveitis, suppurative",c01.375.265.500,c01,infections
"eye infections, bacterial",c01.375.354,c01,infections
"conjunctivitis, bacterial",c01.375.354.220,c01,infections
"conjunctivitis, inclusion",c01.375.354.220.250,c01,infections
ophthalmia neonatorum,c01.375.354.220.625,c01,infections
trachoma,c01.375.354.220.800,c01,infections
hordeolum,c01.375.354.400,c01,infections
"keratoconjunctivitis, infectious",c01.375.354.450,c01,infections
"tuberculosis, ocular",c01.375.354.800,c01,infections
"uveitis, suppurative",c01.375.354.900,c01,infections
panophthalmitis,c01.375.354.900.675,c01,infections
"eye infections, fungal",c01.375.450,c01,infections
"uveitis, suppurative",c01.375.450.900,c01,infections
panophthalmitis,c01.375.450.900.675,c01,infections
"eye infections, viral",c01.375.725,c01,infections
"conjunctivitis, viral",c01.375.725.250,c01,infections
"conjunctivitis, acute hemorrhagic",c01.375.725.250.250,c01,infections
cytomegalovirus retinitis,c01.375.725.270,c01,infections
herpes zoster ophthalmicus,c01.375.725.450,c01,infections
"keratitis, herpetic",c01.375.725.465,c01,infections
"keratitis, dendritic",c01.375.725.465.450,c01,infections
focal infection,c01.392,c01,infections
"focal infection, dental",c01.392.433,c01,infections
gingivitis,c01.408,c01,infections
gingival pocket,c01.408.360,c01,infections
"gingivitis, necrotizing ulcerative",c01.408.446,c01,infections
"hepatitis, animal",c01.436,c01,infections
"hepatitis, viral, animal",c01.436.430,c01,infections
"hepatitis, infectious canine",c01.436.430.440,c01,infections
rift valley fever,c01.436.430.812,c01,infections
intraabdominal infections,c01.463,c01,infections
appendicitis,c01.463.099,c01,infections
peritonitis,c01.463.600,c01,infections
"peritonitis, tuberculous",c01.463.600.249,c01,infections
subphrenic abscess,c01.463.600.500,c01,infections
typhlitis,c01.463.850,c01,infections
laboratory infection,c01.503,c01,infections
latent infection,c01.550,c01,infections
latent tuberculosis,c01.550.500,c01,infections
"syphilis, latent",c01.550.750,c01,infections
opportunistic infections,c01.597,c01,infections
aids-related opportunistic infections,c01.597.050,c01,infections
superinfection,c01.597.880,c01,infections
parasitic diseases,c01.610,c01,infections
central nervous system parasitic infections,c01.610.105,c01,infections
central nervous system helminthiasis,c01.610.105.250,c01,infections
neurocysticercosis,c01.610.105.250.550,c01,infections
neuroschistosomiasis,c01.610.105.250.600,c01,infections
central nervous system protozoal infections,c01.610.105.300,c01,infections
"malaria, cerebral",c01.610.105.300.500,c01,infections
"toxoplasmosis, cerebral",c01.610.105.300.800,c01,infections
"eye infections, parasitic",c01.610.300,c01,infections
acanthamoeba keratitis,c01.610.300.125,c01,infections
"onchocerciasis, ocular",c01.610.300.562,c01,infections
"toxoplasmosis, ocular",c01.610.300.781,c01,infections
helminthiasis,c01.610.335,c01,infections
cestode infections,c01.610.335.190,c01,infections
diphyllobothriasis,c01.610.335.190.304,c01,infections
sparganosis,c01.610.335.190.304.780,c01,infections
echinococcosis,c01.610.335.190.396,c01,infections
"echinococcosis, hepatic",c01.610.335.190.396.314,c01,infections
"echinococcosis, pulmonary",c01.610.335.190.396.480,c01,infections
hymenolepiasis,c01.610.335.190.519,c01,infections
monieziasis,c01.610.335.190.628,c01,infections
taeniasis,c01.610.335.190.902,c01,infections
cysticercosis,c01.610.335.190.902.185,c01,infections
neurocysticercosis,c01.610.335.190.902.185.550,c01,infections
"helminthiasis, animal",c01.610.335.349,c01,infections
dictyocaulus infections,c01.610.335.349.315,c01,infections
dirofilariasis,c01.610.335.349.320,c01,infections
fascioloidiasis,c01.610.335.349.444,c01,infections
monieziasis,c01.610.335.349.656,c01,infections
setariasis,c01.610.335.349.820,c01,infections
"strongyle infections, equine",c01.610.335.349.840,c01,infections
toxocariasis,c01.610.335.349.868,c01,infections
nematode infections,c01.610.335.508,c01,infections
adenophorea infections,c01.610.335.508.100,c01,infections
enoplida infections,c01.610.335.508.100.275,c01,infections
trichinellosis,c01.610.335.508.100.275.882,c01,infections
trichuriasis,c01.610.335.508.100.275.895,c01,infections
larva migrans,c01.610.335.508.523,c01,infections
"larva migrans, visceral",c01.610.335.508.523.780,c01,infections
secernentea infections,c01.610.335.508.700,c01,infections
ascaridida infections,c01.610.335.508.700.100,c01,infections
anisakiasis,c01.610.335.508.700.100.060,c01,infections
ascariasis,c01.610.335.508.700.100.070,c01,infections
ascaridiasis,c01.610.335.508.700.100.080,c01,infections
toxascariasis,c01.610.335.508.700.100.850,c01,infections
toxocariasis,c01.610.335.508.700.100.868,c01,infections
"larva migrans, visceral",c01.610.335.508.700.100.868.420,c01,infections
oxyurida infections,c01.610.335.508.700.550,c01,infections
oxyuriasis,c01.610.335.508.700.550.550,c01,infections
enterobiasis,c01.610.335.508.700.550.550.375,c01,infections
rhabditida infections,c01.610.335.508.700.700,c01,infections
strongyloidiasis,c01.610.335.508.700.700.799,c01,infections
spirurida infections,c01.610.335.508.700.750,c01,infections
dracunculiasis,c01.610.335.508.700.750.299,c01,infections
filariasis,c01.610.335.508.700.750.361,c01,infections
acanthocheilonemiasis,c01.610.335.508.700.750.361.137,c01,infections
dipetalonema infections,c01.610.335.508.700.750.361.275,c01,infections
dirofilariasis,c01.610.335.508.700.750.361.290,c01,infections
"elephantiasis, filarial",c01.610.335.508.700.750.361.350,c01,infections
loiasis,c01.610.335.508.700.750.361.518,c01,infections
mansonelliasis,c01.610.335.508.700.750.361.588,c01,infections
onchocerciasis,c01.610.335.508.700.750.361.699,c01,infections
"onchocerciasis, ocular",c01.610.335.508.700.750.361.699.500,c01,infections
setariasis,c01.610.335.508.700.750.361.852,c01,infections
gnathostomiasis,c01.610.335.508.700.750.380,c01,infections
strongylida infections,c01.610.335.508.700.775,c01,infections
hookworm infections,c01.610.335.508.700.775.455,c01,infections
ancylostomiasis,c01.610.335.508.700.775.455.154,c01,infections
necatoriasis,c01.610.335.508.700.775.455.683,c01,infections
oesophagostomiasis,c01.610.335.508.700.775.583,c01,infections
"strongyle infections, equine",c01.610.335.508.700.775.773,c01,infections
trichostrongyloidiasis,c01.610.335.508.700.775.825,c01,infections
dictyocaulus infections,c01.610.335.508.700.775.825.315,c01,infections
haemonchiasis,c01.610.335.508.700.775.825.400,c01,infections
ostertagiasis,c01.610.335.508.700.775.825.580,c01,infections
trichostrongylosis,c01.610.335.508.700.775.825.842,c01,infections
trematode infections,c01.610.335.865,c01,infections
clonorchiasis,c01.610.335.865.148,c01,infections
dicrocoeliasis,c01.610.335.865.224,c01,infections
echinostomiasis,c01.610.335.865.282,c01,infections
fascioliasis,c01.610.335.865.354,c01,infections
fascioloidiasis,c01.610.335.865.399,c01,infections
opisthorchiasis,c01.610.335.865.685,c01,infections
paragonimiasis,c01.610.335.865.741,c01,infections
schistosomiasis,c01.610.335.865.859,c01,infections
neuroschistosomiasis,c01.610.335.865.859.213,c01,infections
schistosomiasis haematobia,c01.610.335.865.859.427,c01,infections
schistosomiasis japonica,c01.610.335.865.859.521,c01,infections
schistosomiasis mansoni,c01.610.335.865.859.576,c01,infections
"intestinal diseases, parasitic",c01.610.432,c01,infections
anisakiasis,c01.610.432.060,c01,infections
balantidiasis,c01.610.432.146,c01,infections
blastocystis infections,c01.610.432.250,c01,infections
cryptosporidiosis,c01.610.432.269,c01,infections
dientamoebiasis,c01.610.432.275,c01,infections
"dysentery, amebic",c01.610.432.396,c01,infections
giardiasis,c01.610.432.481,c01,infections
"liver diseases, parasitic",c01.610.518,c01,infections
"echinococcosis, hepatic",c01.610.518.314,c01,infections
fascioliasis,c01.610.518.424,c01,infections
"liver abscess, amebic",c01.610.518.600,c01,infections
"lung diseases, parasitic",c01.610.582,c01,infections
"echinococcosis, pulmonary",c01.610.582.314,c01,infections
mesomycetozoea infections,c01.610.600,c01,infections
rhinosporidiosis,c01.610.600.700,c01,infections
opportunistic infections,c01.610.684,c01,infections
aids-related opportunistic infections,c01.610.684.050,c01,infections
superinfection,c01.610.684.880,c01,infections
parasitemia,c01.610.695,c01,infections
"parasitic diseases, animal",c01.610.701,c01,infections
"helminthiasis, animal",c01.610.701.377,c01,infections
dictyocaulus infections,c01.610.701.377.315,c01,infections
dirofilariasis,c01.610.701.377.320,c01,infections
fascioloidiasis,c01.610.701.377.444,c01,infections
monieziasis,c01.610.701.377.656,c01,infections
setariasis,c01.610.701.377.820,c01,infections
"strongyle infections, equine",c01.610.701.377.840,c01,infections
toxocariasis,c01.610.701.377.868,c01,infections
"protozoan infections, animal",c01.610.701.688,c01,infections
babesiosis,c01.610.701.688.122,c01,infections
cryptosporidiosis,c01.610.701.688.235,c01,infections
dourine,c01.610.701.688.367,c01,infections
theileriasis,c01.610.701.688.735,c01,infections
"toxoplasmosis, animal",c01.610.701.688.817,c01,infections
"trypanosomiasis, bovine",c01.610.701.688.896,c01,infections
pythiosis,c01.610.701.844,c01,infections
"pregnancy complications, parasitic",c01.610.718,c01,infections
protozoan infections,c01.610.752,c01,infections
amebiasis,c01.610.752.049,c01,infections
acanthamoeba keratitis,c01.610.752.049.203,c01,infections
blastocystis infections,c01.610.752.049.250,c01,infections
"dysentery, amebic",c01.610.752.049.328,c01,infections
entamoebiasis,c01.610.752.049.407,c01,infections
"liver abscess, amebic",c01.610.752.049.703,c01,infections
babesiosis,c01.610.752.075,c01,infections
central nervous system protozoal infections,c01.610.752.100,c01,infections
ciliophora infections,c01.610.752.200,c01,infections
balantidiasis,c01.610.752.200.146,c01,infections
coccidiosis,c01.610.752.250,c01,infections
cryptosporidiosis,c01.610.752.250.269,c01,infections
cyclosporiasis,c01.610.752.250.280,c01,infections
isosporiasis,c01.610.752.250.410,c01,infections
sarcocystosis,c01.610.752.250.634,c01,infections
toxoplasmosis,c01.610.752.250.800,c01,infections
"toxoplasmosis, animal",c01.610.752.250.800.110,c01,infections
"toxoplasmosis, cerebral",c01.610.752.250.800.250,c01,infections
"toxoplasmosis, congenital",c01.610.752.250.800.445,c01,infections
"toxoplasmosis, ocular",c01.610.752.250.800.640,c01,infections
dientamoebiasis,c01.610.752.275,c01,infections
euglenozoa infections,c01.610.752.300,c01,infections
leishmaniasis,c01.610.752.300.500,c01,infections
"leishmaniasis, cutaneous",c01.610.752.300.500.400,c01,infections
"leishmaniasis, diffuse cutaneous",c01.610.752.300.500.400.350,c01,infections
"leishmaniasis, mucocutaneous",c01.610.752.300.500.400.385,c01,infections
"leishmaniasis, visceral",c01.610.752.300.500.510,c01,infections
trypanosomiasis,c01.610.752.300.900,c01,infections
chagas disease,c01.610.752.300.900.200,c01,infections
chagas cardiomyopathy,c01.610.752.300.900.200.190,c01,infections
dourine,c01.610.752.300.900.226,c01,infections
"trypanosomiasis, african",c01.610.752.300.900.719,c01,infections
"trypanosomiasis, bovine",c01.610.752.300.900.802,c01,infections
giardiasis,c01.610.752.400,c01,infections
malaria,c01.610.752.530,c01,infections
"malaria, avian",c01.610.752.530.606,c01,infections
"malaria, cerebral",c01.610.752.530.620,c01,infections
"malaria, falciparum",c01.610.752.530.650,c01,infections
blackwater fever,c01.610.752.530.650.228,c01,infections
"malaria, vivax",c01.610.752.530.700,c01,infections
"protozoan infections, animal",c01.610.752.625,c01,infections
babesiosis,c01.610.752.625.122,c01,infections
cryptosporidiosis,c01.610.752.625.235,c01,infections
dourine,c01.610.752.625.367,c01,infections
theileriasis,c01.610.752.625.735,c01,infections
"toxoplasmosis, animal",c01.610.752.625.817,c01,infections
"trypanosomiasis, bovine",c01.610.752.625.896,c01,infections
theileriasis,c01.610.752.750,c01,infections
trichomonas infections,c01.610.752.890,c01,infections
trichomonas vaginitis,c01.610.752.890.633,c01,infections
"skin diseases, parasitic",c01.610.858,c01,infections
ectoparasitic infestations,c01.610.858.211,c01,infections
flea infestations,c01.610.858.211.250,c01,infections
tungiasis,c01.610.858.211.250.800,c01,infections
lice infestations,c01.610.858.211.465,c01,infections
mite infestations,c01.610.858.211.480,c01,infections
scabies,c01.610.858.211.480.708,c01,infections
trombiculiasis,c01.610.858.211.480.869,c01,infections
myiasis,c01.610.858.211.503,c01,infections
hypodermyiasis,c01.610.858.211.503.398,c01,infections
screw worm infection,c01.610.858.211.503.744,c01,infections
tick infestations,c01.610.858.211.857,c01,infections
larva migrans,c01.610.858.424,c01,infections
leishmaniasis,c01.610.858.560,c01,infections
"leishmaniasis, cutaneous",c01.610.858.560.400,c01,infections
"leishmaniasis, diffuse cutaneous",c01.610.858.560.400.350,c01,infections
"leishmaniasis, mucocutaneous",c01.610.858.560.400.385,c01,infections
onchocerciasis,c01.610.858.650,c01,infections
pelvic infection,c01.635,c01,infections
pelvic inflammatory disease,c01.635.500,c01,infections
persistent infection,c01.645,c01,infections
poult enteritis mortality syndrome,c01.655,c01,infections
"pregnancy complications, infectious",c01.674,c01,infections
"abortion, septic",c01.674.173,c01,infections
puerperal infection,c01.674.715,c01,infections
prosthesis-related infections,c01.685,c01,infections
reproductive tract infections,c01.730,c01,infections
