Education,Income,Kidhome,Teenhome,MntWinesProducts,MntFruitsProducts,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProducts,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,AcceptedCmpLast,Relationship_status,TotalAMntspent,TotalCmpAccepted,TotalNumPurchases,Age,KidTeenhome
Graduate,42011.0,1,0,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,Attached,189,0,8,36,1
Graduate,51369.0,0,1,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,Attached,576,0,14,38,1
Graduate,51537.0,0,1,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,Unattached,1103,0,15,62,1
Post_grad,79930.0,0,0,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,Attached,1753,0,16,42,0
Post_grad,34320.0,1,0,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,Attached,17,0,3,28,1
Graduate,37070.0,1,1,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,1,Unattached,433,1,14,48,2
Undergrad,81975.0,0,1,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,Unattached,1588,1,13,52,1
Graduate,38590.0,1,0,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,Attached,22,0,3,43,1
Graduate,15033.0,0,0,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,Unattached,19,0,4,63,0
Post_grad,62745.0,0,1,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,Attached,1117,0,26,49,1
Undergrad,22212.0,1,0,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,Attached,69,0,6,39,1
Post_grad,23661.0,1,0,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,Attached,23,0,4,32,1
Post_grad,79761.0,0,1,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,Unattached,605,0,18,56,1
Graduate,7500.0,1,0,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,Unattached,57,0,7,41,1
Undergrad,60182.0,0,1,8,0,5,7,0,2,1,1,0,2,4,0,0,0,0,0,0,Unattached,22,0,3,121,1
Graduate,73455.0,0,0,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,Unattached,2088,1,21,46,0
Graduate,64961.0,0,1,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,Attached,1009,0,14,56,1
Graduate,22804.0,1,0,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,Unattached,26,0,4,43,1
Graduate,73687.0,0,0,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,1,Attached,1627,2,21,24,0
Graduate,61074.0,0,1,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,Attached,1102,0,24,56,1
Post_grad,31686.0,1,1,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,Attached,17,0,4,50,2
Graduate,80134.0,1,0,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,1,Attached,1690,4,14,42,1
Graduate,75027.0,0,1,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,Attached,1390,0,19,61,1
Post_grad,67546.0,0,0,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,Attached,2126,0,19,26,0
Post_grad,65176.0,0,1,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,Attached,1531,0,21,45,1
Post_grad,31160.0,1,0,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,Unattached,64,0,5,39,1
Graduate,29938.0,1,0,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,Unattached,26,0,4,29,1
Graduate,102692.0,0,0,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,1,Unattached,1112,5,28,40,0
Undergrad,26490.0,0,0,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,Attached,210,0,9,56,0
Graduate,75702.0,1,1,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,Attached,1148,0,21,47,2
Post_grad,30899.0,1,0,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,Unattached,33,0,4,40,1
Post_grad,63342.0,0,1,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,Attached,1101,1,16,53,1
Graduate,45989.0,0,1,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,Unattached,322,0,12,50,1
Graduate,18701.0,1,1,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,Unattached,44,0,6,50,2
Post_grad,40737.0,2,1,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,Unattached,17,0,3,57,3
Graduate,15287.0,1,0,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,1,Unattached,31,2,4,35,1
Post_grad,69674.0,0,2,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,Unattached,845,0,22,46,2
Post_grad,44159.0,1,0,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,Attached,275,0,11,44,1
Post_grad,37717.0,1,0,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,Attached,25,0,3,36,1
Post_grad,43776.0,1,1,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,1,Attached,275,1,11,62,2
Post_grad,38179.0,1,1,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,Attached,90,0,7,48,2
Graduate,80124.0,0,0,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,Attached,1495,1,18,51,0
Post_grad,38097.0,1,1,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,1,Attached,184,2,7,44,2
Graduate,72940.0,0,0,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,Attached,981,0,12,44,0
Graduate,22070.0,1,0,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,Attached,67,0,6,44,1
Graduate,69267.0,0,0,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,1,Unattached,1635,1,12,61,0
Post_grad,31788.0,1,0,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,0,Unattached,60,0,7,31,1
Post_grad,61905.0,0,1,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,Attached,231,0,10,39,1
Graduate,29315.0,1,1,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,Attached,48,0,6,54,2
Graduate,33378.0,1,1,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,Unattached,99,0,6,51,2
Post_grad,66313.0,0,1,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,Attached,770,0,21,51,1
Graduate,60714.0,0,0,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,1,Unattached,957,1,21,58,0
Post_grad,77882.0,0,0,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,Attached,818,0,11,33,0
Post_grad,69867.0,0,0,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,1,Unattached,925,2,16,28,0
Post_grad,63841.0,0,1,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,Unattached,908,0,21,46,1
Undergrad,24480.0,1,0,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,Attached,102,0,7,33,1
Graduate,51369.0,0,1,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,Attached,576,0,14,38,1
Graduate,37760.0,0,0,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,Attached,317,0,11,68,0
Post_grad,65640.0,0,1,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,Attached,461,0,14,40,1
Post_grad,44319.0,1,1,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,Attached,37,0,5,39,2
Graduate,30631.0,1,0,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,Attached,70,0,6,40,1
Graduate,75278.0,0,0,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,Attached,930,0,22,62,0
Post_grad,50898.0,1,1,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,Attached,859,0,20,58,2
Graduate,79946.0,0,0,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,Unattached,1478,0,21,48,0
Post_grad,35416.0,0,0,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,Unattached,390,0,13,65,0
Undergrad,32414.0,0,0,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,Attached,52,1,4,30,0
Graduate,38361.0,1,0,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,Attached,137,0,7,45,1
Graduate,82497.0,0,0,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,Attached,1919,1,18,34,0
Graduate,16626.0,2,0,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,Attached,68,0,6,43,2
Graduate,29672.0,1,1,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,Attached,25,0,3,49,2
Post_grad,55951.0,0,1,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,Attached,1374,2,20,62,1
Undergrad,35388.0,1,0,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,Unattached,32,0,4,26,1
Post_grad,42386.0,1,0,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,Attached,100,0,6,28,1
Graduate,68627.0,0,0,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,Unattached,825,0,11,32,0
Post_grad,57912.0,0,1,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,Unattached,916,1,23,49,1
Graduate,35246.0,1,1,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,Unattached,62,0,7,56,2
Undergrad,58821.0,0,1,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,Attached,728,0,20,58,1
Post_grad,46377.0,1,0,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,Attached,90,0,6,36,1
Graduate,39747.0,1,0,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,Unattached,273,0,10,26,1
Graduate,23976.0,1,0,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,Attached,66,0,7,30,1
Post_grad,80950.0,0,0,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,Attached,1213,1,22,53,0
Graduate,27038.0,0,0,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,1,Unattached,107,1,6,48,0
Graduate,77457.0,0,0,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,Unattached,1157,1,17,67,0
Post_grad,64100.0,0,1,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,Attached,546,1,17,50,1
Post_grad,42670.0,0,0,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,Attached,241,0,10,22,0
Graduate,12571.0,1,0,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,Unattached,53,0,7,38,1
Graduate,22574.0,2,1,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,Attached,37,0,5,47,3
Post_grad,70893.0,0,0,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,Unattached,1508,0,22,38,0
Graduate,54198.0,1,1,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,Attached,235,0,10,48,2
Post_grad,28839.0,1,1,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,Attached,32,0,5,58,2
Graduate,40321.0,1,1,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,Attached,102,0,6,42,2
Graduate,66503.0,1,0,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,Unattached,401,0,13,29,1
Graduate,30833.0,1,1,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,Attached,28,0,4,63,2
Graduate,64795.0,0,1,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,Attached,680,0,18,43,1
Graduate,34421.0,1,0,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,Attached,30,0,3,40,1
Post_grad,47025.0,1,1,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,Unattached,20,0,3,49,2
Post_grad,64325.0,0,1,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,Unattached,1307,0,18,53,1
Graduate,40464.0,0,1,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,Unattached,630,0,18,61,1
Graduate,62187.0,0,0,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,Attached,1283,0,17,57,0
Post_grad,14849.0,1,0,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,Unattached,65,0,6,38,1
Graduate,27255.0,1,0,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,Attached,37,0,4,30,1
Post_grad,54432.0,2,1,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,Attached,38,0,4,64,3
Post_grad,29999.0,1,0,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,Unattached,160,0,8,28,1
Graduate,24072.0,1,0,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,Unattached,23,0,3,31,1
Post_grad,33996.0,0,0,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,Unattached,71,0,5,25,0
Post_grad,66334.0,0,1,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,1,Attached,1161,1,17,58,1
Post_grad,35178.0,1,0,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,1,Attached,59,2,4,43,1
Graduate,22010.0,1,0,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,Attached,33,0,5,31,1
Graduate,62204.0,0,2,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,Unattached,946,0,21,54,2
Graduate,75693.0,0,0,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,1,Unattached,1442,4,21,46,0
Graduate,30675.0,1,0,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,Attached,62,0,4,42,1
Graduate,83003.0,0,0,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,1,Attached,1674,2,21,49,0
Post_grad,83532.0,0,0,755,144,562,104,64,224,1,4,6,4,1,0,0,1,0,0,0,Attached,1853,1,14,115,0
Graduate,68655.0,0,0,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,Unattached,1538,0,20,26,0
Graduate,41411.0,0,0,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,Unattached,139,0,7,28,0
Post_grad,55212.0,0,1,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,Attached,1182,2,17,45,1
Post_grad,59292.0,0,1,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,Attached,507,0,16,64,1
Undergrad,27190.0,1,0,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,1,Attached,18,2,3,41,1
Graduate,82623.0,0,0,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,Unattached,940,0,15,62,0
Graduate,44300.0,1,1,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,Attached,42,0,4,49,2
Graduate,84835.0,0,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,1,Unattached,1190,1,14,44,0
Graduate,30372.0,1,1,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,Unattached,44,0,5,43,2
Post_grad,33181.0,1,0,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,Attached,16,1,3,38,1
Graduate,71113.0,0,1,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,Attached,835,0,22,57,1
Graduate,71952.0,1,0,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,Attached,1443,2,20,28,1
Post_grad,69759.0,0,0,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,1,Unattached,1029,1,15,48,0
Graduate,72099.0,0,0,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,Attached,1188,0,17,40,0
Post_grad,60000.0,0,1,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,Unattached,1277,0,19,38,1
Graduate,38643.0,1,1,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,0,Unattached,49,0,5,36,2
Graduate,50737.0,0,1,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,Attached,99,1,6,59,1
Post_grad,68462.0,0,0,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,Attached,1670,0,14,45,0
Post_grad,65073.0,0,0,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,0,Attached,900,0,13,71,0
Post_grad,46681.0,0,2,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,Attached,425,0,14,66,2
Graduate,78618.0,0,0,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,Attached,2153,1,21,57,0
Post_grad,62187.0,0,1,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,Unattached,636,0,18,45,1
Graduate,28442.0,2,0,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,Attached,57,0,7,36,2
Post_grad,37717.0,1,0,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,Attached,25,0,3,36,1
Graduate,51479.0,1,1,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,Attached,494,0,15,47,2
Graduate,54803.0,0,1,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,Unattached,693,0,17,45,1
Graduate,79530.0,0,0,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,Attached,1348,0,25,54,0
Graduate,31615.0,1,0,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,Unattached,51,0,5,38,1
Graduate,72025.0,0,0,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,Attached,1932,0,15,52,0
Post_grad,52614.0,0,1,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,Unattached,990,0,14,39,1
Undergrad,35684.0,1,0,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,Attached,30,0,4,30,1
Graduate,48178.0,1,1,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,Attached,254,0,10,39,2
Post_grad,29548.0,1,0,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,Unattached,29,1,4,44,1
Graduate,63810.0,0,1,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,Unattached,1371,1,19,48,1
Post_grad,38578.0,1,1,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,1,Unattached,73,1,6,42,2
Post_grad,46098.0,1,1,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,Unattached,120,0,7,39,2
Graduate,22585.0,0,0,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,1,Unattached,81,2,4,44,0
Graduate,30279.0,1,0,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,Unattached,37,0,4,25,1
Post_grad,66426.0,0,1,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,Attached,1377,0,18,53,1
Graduate,30822.0,1,0,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,Unattached,51,0,4,45,1
Post_grad,33581.0,2,0,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,Attached,17,0,3,45,2
Graduate,19986.0,1,0,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,Attached,22,0,3,29,1
Graduate,27421.0,0,0,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,Unattached,324,0,11,60,0
Undergrad,35688.0,2,1,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,Attached,211,0,9,41,3
Post_grad,36143.0,1,0,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,Unattached,19,0,3,33,1
Graduate,10245.0,1,0,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,Unattached,41,0,5,43,1
Post_grad,43795.0,0,1,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,1,Attached,492,2,14,46,1
Graduate,63381.0,0,1,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,Attached,1005,0,22,54,1
Graduate,38823.0,0,1,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,Attached,114,0,6,65,1
Post_grad,83664.0,1,1,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,Unattached,1173,0,16,46,2
Graduate,90300.0,0,0,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,Attached,1738,1,19,35,0
Post_grad,62499.0,1,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,Attached,222,0,10,35,1
Graduate,74293.0,0,0,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,Unattached,1127,0,15,21,0
Post_grad,51012.0,0,0,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,Attached,209,0,9,68,0
Post_grad,70777.0,0,1,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,Attached,787,0,20,46,1
Post_grad,68682.0,0,0,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,Attached,1598,0,23,23,0
Graduate,43824.0,1,1,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,Attached,186,0,8,43,2
Graduate,15345.0,1,0,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,1,Attached,47,1,4,30,1
Graduate,23442.0,1,0,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,Unattached,27,0,4,27,1
Undergrad,14515.0,1,0,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,1,Attached,96,1,7,34,1
Undergrad,31395.0,1,1,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,Unattached,64,0,6,58,2
Graduate,75276.0,0,0,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,Attached,1040,0,22,49,0
Graduate,42373.0,1,1,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,Unattached,163,0,8,40,2
Graduate,30507.0,0,0,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,Attached,343,0,10,54,0
Post_grad,55521.0,1,2,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,1,Unattached,446,2,15,59,3
Graduate,48006.0,1,1,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,Attached,41,0,4,49,2
Post_grad,27213.0,1,0,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,1,Unattached,70,1,6,42,1
Post_grad,65808.0,1,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,Unattached,272,0,11,43,2
Post_grad,30351.0,1,0,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,Attached,46,0,5,40,1
Graduate,50437.0,0,2,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,Attached,490,0,16,51,2
Undergrad,23616.0,1,0,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,1,Unattached,79,1,6,32,1
Graduate,53858.0,0,1,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,Attached,915,0,13,38,1
Post_grad,66465.0,0,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,Attached,1485,1,32,59,1
Graduate,46923.0,1,0,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,Unattached,369,0,13,27,1
Graduate,75072.0,0,1,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,Attached,1073,0,17,52,1
Post_grad,75865.0,0,0,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,Attached,1242,0,18,71,0
Undergrad,19789.0,1,0,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,Attached,78,1,6,39,1
Graduate,80134.0,0,0,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,Attached,1378,4,20,20,0
Graduate,91065.0,0,0,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,1,Unattached,1474,3,25,33,0
Post_grad,49505.0,1,1,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,Attached,751,0,20,43,2
Post_grad,37401.0,1,0,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,Attached,48,0,5,41,1
Graduate,30096.0,1,0,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,Attached,45,0,5,31,1
Post_grad,18492.0,1,0,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,Attached,10,0,3,32,1
Post_grad,82584.0,0,0,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,1,Attached,1435,3,15,40,0
Post_grad,93027.0,0,0,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,Attached,2119,1,22,73,0
Graduate,48686.0,1,2,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,Attached,20,0,3,61,3
Graduate,92910.0,0,0,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,Attached,1795,3,26,28,0
Graduate,75433.0,1,0,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,Attached,1188,2,17,25,1
Undergrad,10404.0,1,0,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,Attached,43,0,5,25,1
Graduate,61314.0,0,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,Attached,1008,0,22,46,1
Post_grad,84865.0,0,0,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,1,Unattached,1688,5,15,53,0
Graduate,42387.0,1,0,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,Attached,684,0,16,25,1
Undergrad,67309.0,1,1,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,Attached,1082,0,24,47,2
Graduate,75236.0,0,1,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,Attached,1068,0,24,50,1
Graduate,30015.0,1,0,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,Unattached,57,0,5,44,1
Post_grad,50943.0,0,1,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,Attached,46,0,4,58,1
Graduate,67272.0,0,1,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,Unattached,733,0,20,48,1
Post_grad,51529.0,0,1,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,Unattached,467,0,15,65,1
Post_grad,32011.0,1,0,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,Attached,122,0,7,43,1
Undergrad,7500.0,1,0,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,Attached,36,0,5,28,1
Graduate,28691.0,1,0,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,Attached,34,0,4,25,1
Post_grad,56223.0,0,1,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,Attached,156,0,8,66,1
Graduate,18100.0,0,0,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,Attached,14,0,3,68,0
Graduate,30279.0,1,0,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,Unattached,37,0,4,25,1
